10,12297482.970101587,0.2650628577369369,0.03648893087442654,12420832.217757815
9,12301267.830170993,0.28649213495172765,0.04599342593806796,12443557.830130743
10,12297482.970101587,0.2527595871511019,0.028786327969153515,12420832.217757815
10,12299975.099999316,0.24846070670561554,0.028757423397489927,12415978.122996595
9,12294483.357974725,0.28553713551218,0.04538994446047582,12425038.789896335
9,12294833.95586505,0.29522749591385944,0.04561836006637249,12441381.775412317
10,12301027.15156992,0.26066359473004314,0.027687911874769877,12421643.379689084
9,12294833.95586505,0.29603099466003996,0.045425515601980604,12441381.775412317
9,12304051.208203634,0.2866197895878253,0.04809241689612261,12446809.696659405
10,12295672.075455366,0.24980854492466378,0.028125163523299204,12415513.663454482
10,12297482.970101587,0.25017229887139464,0.028825470031394313,12420832.217757815
10,12300455.604670683,0.2660483564417033,0.02819803648110893,12426343.50016962
9,12294483.357974725,0.2805651560932812,0.04290234725689515,12408089.799624851
9,12294833.95586505,0.2966681230747296,0.04556818401492718,12441381.775412317
9,12294833.95586505,0.2956607736574693,0.045192123273413425,12441381.775412317
10,12297482.970101587,0.2567829719894669,0.028991707492774972,12433647.535080569
10,12300455.604670683,0.2674385824874561,0.027990727964788676,12426343.50016962
10,12299975.099999316,0.24837109689057493,0.02843305065529421,12415978.122996595
8,12309061.237318652,0.32167161322276416,0.04468332908478462,12461983.912948683
10,12299975.099999316,0.24651789061919166,0.02861152552921946,12415978.122996595
9,12294483.357974725,0.28333176175054786,0.043867567968554795,12408089.799624851
9,12295315.582724713,0.2869921607183965,0.045543504615909315,12443391.26257996
10,12303916.84440753,0.24243610169803206,0.029810382334981112,12419324.282752926
9,12294483.357974725,0.28560078771668485,0.04415870496641017,12416641.036717016
9,12294483.357974725,0.2811126544761161,0.04308191816141415,12408089.799624851
10,12294974.639011871,0.2536928096967232,0.029824079708972325,12423338.83182596
9,12298969.307094198,0.28298864843854166,0.04658806855415201,12413394.908456929
10,12297944.273580967,0.2671408571772433,0.029364991708296456,12428850.114237765
10,12299975.099999316,0.2482874298609224,0.028665242735037788,12415978.122996595
10,12297944.273580967,0.2671566007916246,0.02922203476437264,12428850.114237765
